N,P,K,temperature,humidity,ph,rainfall,label
93.0,71.0,225.0,26.767,68.961,6.529,47.595,horsegram(kulthi)
82.0,88.0,223.0,26.761,55.619,6.25,49.129,horsegram(kulthi)
103.0,82.0,217.0,29.732,62.156,6.273,48.9,horsegram(kulthi)
85.0,79.0,215.0,25.039,52.247,6.105,58.145,horsegram(kulthi)
76.0,89.0,217.0,27.065,69.395,6.793,24.512,horsegram(kulthi)
99.0,74.0,221.0,29.769,58.654,7.121,60.831,horsegram(kulthi)
99.0,75.0,224.0,29.192,51.363,7.322,29.091,horsegram(kulthi)
105.0,76.0,215.0,27.603,67.327,7.02,26.061,horsegram(kulthi)
84.0,79.0,220.0,27.095,61.475,6.496,26.739,horsegram(kulthi)
75.0,86.0,215.0,26.612,64.187,6.283,44.477,horsegram(kulthi)
82.0,77.0,219.0,29.852,79.702,6.836,44.128,horsegram(kulthi)
92.0,82.0,219.0,25.117,60.045,7.413,38.382,horsegram(kulthi)
79.0,80.0,215.0,27.195,62.474,6.982,24.124,horsegram(kulthi)
73.0,90.0,215.0,27.991,54.469,6.299,46.445,horsegram(kulthi)
108.0,75.0,215.0,27.546,67.122,7.359,47.308,horsegram(kulthi)
106.0,83.0,215.0,25.12,65.812,6.818,64.709,horsegram(kulthi)
85.0,89.0,221.0,29.876,78.224,6.144,38.34,horsegram(kulthi)
91.0,85.0,225.0,27.865,77.554,6.793,34.703,horsegram(kulthi)
73.0,88.0,217.0,29.782,64.822,6.439,36.814,horsegram(kulthi)
70.0,87.0,217.0,25.094,76.793,7.163,60.332,horsegram(kulthi)
78.0,79.0,220.0,29.483,70.704,6.192,51.748,horsegram(kulthi)
79.0,77.0,217.0,28.053,76.794,7.206,42.449,horsegram(kulthi)
87.0,86.0,215.0,25.55,53.839,6.902,50.21,horsegram(kulthi)
70.0,74.0,215.0,26.661,52.435,6.956,37.029,horsegram(kulthi)
95.0,82.0,215.0,28.284,64.433,6.943,25.457,horsegram(kulthi)
99.0,76.0,215.0,27.409,51.702,7.332,40.135,horsegram(kulthi)
107.0,79.0,217.0,28.704,58.623,6.185,54.781,horsegram(kulthi)
94.0,80.0,221.0,29.5,60.431,6.136,55.275,horsegram(kulthi)
83.0,80.0,219.0,27.309,69.223,6.964,35.095,horsegram(kulthi)
80.0,76.0,224.0,25.08,60.698,6.758,56.749,horsegram(kulthi)
79.0,88.0,224.0,29.914,56.688,6.606,53.627,horsegram(kulthi)
104.0,85.0,215.0,26.465,68.01,6.522,46.238,horsegram(kulthi)
70.0,76.0,219.0,26.837,61.621,6.114,31.641,horsegram(kulthi)
27.0,76.0,18.0,24.185,65.0,6.179,73.519,rapeseed(mohri)
24.0,79.0,15.0,24.614,65.0,7.752,47.835,rapeseed(mohri)
26.0,56.0,19.0,19.529,65.0,7.607,40.216,rapeseed(mohri)
12.0,62.0,17.0,20.475,65.0,6.007,53.154,rapeseed(mohri)
0.0,64.0,25.0,19.353,65.0,6.664,88.7,rapeseed(mohri)
40.0,60.0,18.0,23.185,65.0,7.416,44.2,rapeseed(mohri)
40.0,61.0,24.0,21.028,65.0,7.371,92.418,rapeseed(mohri)
31.0,76.0,19.0,24.426,65.0,7.096,44.593,rapeseed(mohri)
20.0,71.0,19.0,24.812,65.0,7.753,70.356,rapeseed(mohri)
10.0,71.0,15.0,24.082,65.0,5.554,84.914,rapeseed(mohri)
0.0,66.0,24.0,18.513,65.0,6.678,86.338,rapeseed(mohri)
17.0,61.0,16.0,21.978,65.0,5.633,90.022,rapeseed(mohri)
1.0,65.0,24.0,22.853,65.0,7.356,69.083,rapeseed(mohri)
21.0,75.0,19.0,23.858,65.0,6.7,72.614,rapeseed(mohri)
1.0,60.0,16.0,22.739,65.0,8.152,47.338,rapeseed(mohri)
30.0,56.0,24.0,19.838,65.0,8.289,81.511,rapeseed(mohri)
13.0,71.0,15.0,24.463,65.0,7.932,98.04,rapeseed(mohri)
34.0,64.0,16.0,18.227,65.0,7.641,54.955,rapeseed(mohri)
33.0,64.0,19.0,22.167,65.0,7.831,88.889,rapeseed(mohri)
20.0,78.0,23.0,23.232,65.0,7.587,54.613,rapeseed(mohri)
17.0,66.0,17.0,24.792,65.0,5.707,81.048,rapeseed(mohri)
10.0,68.0,20.0,20.063,65.0,6.598,93.888,rapeseed(mohri)
10.0,68.0,22.0,21.072,65.0,7.342,46.915,rapeseed(mohri)
27.0,66.0,20.0,18.982,65.0,6.277,68.314,rapeseed(mohri)
7.0,69.0,21.0,20.967,65.0,7.589,66.959,rapeseed(mohri)
27.0,72.0,15.0,21.568,65.0,7.041,52.835,rapeseed(mohri)
39.0,75.0,18.0,18.395,65.0,7.682,51.244,rapeseed(mohri)
37.0,71.0,18.0,21.818,65.0,7.677,55.045,rapeseed(mohri)
10.0,56.0,15.0,19.023,65.0,5.643,73.71,rapeseed(mohri)
17.0,79.0,23.0,23.973,65.0,7.149,51.948,rapeseed(mohri)
9.0,78.0,18.0,20.497,65.0,6.602,65.758,rapeseed(mohri)
12.0,64.0,15.0,22.151,65.0,7.755,48.143,rapeseed(mohri)
34.0,66.0,21.0,18.93,65.0,7.598,87.301,rapeseed(mohri)
31.0,71.0,18.0,24.13,65.0,8.137,97.314,rapeseed(mohri)
1.0,56.0,25.0,21.416,65.0,7.178,60.147,rapeseed(mohri)
12.0,60.0,17.0,19.498,65.0,7.691,48.147,rapeseed(mohri)
18.0,79.0,21.0,22.903,65.0,6.102,74.006,rapeseed(mohri)
33.0,59.0,22.0,19.491,65.0,7.811,56.572,rapeseed(mohri)
36.0,70.0,20.0,23.853,65.0,8.061,43.441,rapeseed(mohri)
16.0,68.0,16.0,18.83,65.0,6.994,89.934,rapeseed(mohri)
4.0,80.0,16.0,24.49,65.0,6.405,45.624,rapeseed(mohri)
27.0,56.0,21.0,23.719,65.0,5.712,65.606,rapeseed(mohri)
0.0,76.0,25.0,23.479,65.0,6.319,65.3,rapeseed(mohri)
9.0,76.0,22.0,23.608,65.0,6.632,55.21,rapeseed(mohri)
9.0,79.0,18.0,22.814,65.0,7.558,75.679,rapeseed(mohri)
13.0,80.0,18.0,19.611,65.0,6.987,93.528,rapeseed(mohri)
22.0,69.0,20.0,23.33,65.0,5.856,88.607,rapeseed(mohri)
37.0,62.0,23.0,22.866,65.0,6.79,86.816,rapeseed(mohri)
32.0,79.0,22.0,19.574,65.0,6.65,81.359,rapeseed(mohri)
26.0,55.0,23.0,21.91,65.0,7.004,72.187,rapeseed(mohri)
18.0,77.0,15.0,19.012,65.0,5.878,84.924,rapeseed(mohri)
14.0,55.0,25.0,23.269,65.0,5.913,98.832,rapeseed(mohri)
33.0,55.0,18.0,21.917,65.0,6.409,96.089,rapeseed(mohri)
38.0,73.0,21.0,21.414,65.0,5.756,40.349,rapeseed(mohri)
0.0,59.0,16.0,23.549,65.0,5.766,66.898,rapeseed(mohri)
22.0,58.0,15.0,24.129,65.0,6.098,85.63,rapeseed(mohri)
17.0,60.0,23.0,20.866,65.0,6.972,79.615,rapeseed(mohri)
5.0,66.0,21.0,22.511,65.0,8.094,73.584,rapeseed(mohri)
38.0,80.0,25.0,20.486,65.0,7.904,44.509,rapeseed(mohri)
13.0,55.0,20.0,18.945,65.0,7.36,99.763,rapeseed(mohri)
13.0,62.0,24.0,18.875,65.0,8.163,46.156,rapeseed(mohri)
20.0,77.0,23.0,22.849,65.0,8.229,93.224,rapeseed(mohri)
31.0,60.0,15.0,20.881,65.0,5.564,75.91,rapeseed(mohri)
25.0,77.0,19.0,18.94,65.0,6.557,59.043,rapeseed(mohri)
25.0,71.0,22.0,23.902,65.0,6.276,52.952,rapeseed(mohri)
18.0,72.0,19.0,24.096,65.0,6.878,48.589,rapeseed(mohri)
33.0,55.0,17.0,21.403,65.0,6.954,44.261,rapeseed(mohri)
23.0,77.0,21.0,20.607,65.0,6.251,82.799,rapeseed(mohri)
20.0,76.0,21.0,19.095,65.0,8.21,58.192,rapeseed(mohri)
6.0,59.0,22.0,23.648,65.0,8.144,68.276,rapeseed(mohri)
32.0,75.0,19.0,18.721,65.0,7.848,46.532,rapeseed(mohri)
9.0,59.0,19.0,21.569,65.0,6.275,43.37,rapeseed(mohri)
32.0,56.0,17.0,22.649,65.0,5.657,42.854,rapeseed(mohri)
11.0,65.0,22.0,19.453,65.0,7.906,46.608,rapeseed(mohri)
3.0,80.0,17.0,18.524,65.0,5.748,88.484,rapeseed(mohri)
37.0,60.0,18.0,21.9,65.0,8.077,79.9,rapeseed(mohri)
37.0,67.0,16.0,22.265,65.0,8.277,95.587,rapeseed(mohri)
31.0,61.0,15.0,20.21,65.0,6.754,91.095,rapeseed(mohri)
37.0,64.0,15.0,24.45,65.0,5.821,82.583,rapeseed(mohri)
13.0,75.0,20.0,21.298,65.0,5.859,86.101,rapeseed(mohri)
7.0,61.0,25.0,24.978,65.0,7.78,50.853,rapeseed(mohri)
5.0,55.0,17.0,20.434,65.0,7.932,67.544,rapeseed(mohri)
16.0,59.0,17.0,24.624,65.0,8.275,80.422,rapeseed(mohri)
5.0,62.0,24.0,23.66,65.0,6.143,42.752,rapeseed(mohri)
18.0,80.0,18.0,21.128,65.0,5.573,93.978,rapeseed(mohri)
10.0,56.0,21.0,19.01,65.0,7.124,57.213,rapeseed(mohri)
3.0,71.0,19.0,18.623,65.0,7.571,40.133,rapeseed(mohri)
11.0,61.0,20.0,21.725,65.0,7.775,89.091,rapeseed(mohri)
24.0,72.0,19.0,21.592,65.0,5.905,65.772,rapeseed(mohri)
40.0,76.0,21.0,21.188,65.0,7.303,77.57,rapeseed(mohri)
19.0,56.0,15.0,22.78,65.0,6.278,78.22,rapeseed(mohri)
20.0,77.0,18.0,21.983,65.0,6.185,59.931,rapeseed(mohri)
18.0,57.0,21.0,18.618,65.0,5.854,54.388,rapeseed(mohri)
40.0,56.0,23.0,24.875,65.0,8.272,46.428,rapeseed(mohri)
30.0,68.0,22.0,22.217,65.0,6.684,73.303,rapeseed(mohri)
11.0,72.0,25.0,18.507,65.0,7.362,79.275,rapeseed(mohri)
2.0,59.0,23.0,22.533,65.0,7.6,52.654,rapeseed(mohri)
7.0,73.0,23.0,24.984,65.0,7.385,83.015,rapeseed(mohri)
35.0,79.0,18.0,19.674,65.0,6.096,60.425,rapeseed(mohri)
39.0,55.0,17.0,20.79,65.0,6.061,81.643,rapeseed(mohri)
20.0,41.0,23.0,21.241,65.0,8.265,62.418,rapeseed(mohri)
8.0,42.0,16.0,21.098,65.0,6.81,68.007,rapeseed(mohri)
16.0,36.0,19.0,21.335,65.0,6.584,89.923,rapeseed(mohri)
20.0,48.0,15.0,21.921,65.0,5.558,95.905,rapeseed(mohri)
37.0,36.0,20.0,22.293,65.0,7.617,97.501,rapeseed(mohri)
40.0,53.0,16.0,21.764,65.0,7.5,99.288,rapeseed(mohri)
31.0,60.0,18.0,22.806,65.0,7.654,68.983,rapeseed(mohri)
25.0,56.0,23.0,20.872,65.0,5.957,92.618,rapeseed(mohri)
40.0,41.0,17.0,19.899,65.0,6.845,92.292,rapeseed(mohri)
22.0,57.0,23.0,20.474,65.0,8.03,43.811,rapeseed(mohri)
0.0,38.0,17.0,23.332,65.0,7.664,49.118,rapeseed(mohri)
31.0,36.0,21.0,21.706,65.0,6.978,83.524,rapeseed(mohri)
21.0,51.0,20.0,23.079,65.0,8.223,82.997,rapeseed(mohri)
37.0,49.0,15.0,20.135,65.0,7.33,66.781,rapeseed(mohri)
13.0,58.0,25.0,24.052,65.0,6.251,58.68,rapeseed(mohri)
36.0,56.0,22.0,24.913,65.0,7.043,98.389,rapeseed(mohri)
7.0,51.0,19.0,18.61,65.0,7.976,96.191,rapeseed(mohri)
25.0,45.0,23.0,21.872,65.0,7.623,52.131,rapeseed(mohri)
26.0,35.0,17.0,19.039,65.0,6.076,95.104,rapeseed(mohri)
5.0,51.0,16.0,19.819,65.0,5.665,93.087,rapeseed(mohri)
32.0,57.0,15.0,23.065,65.0,6.458,57.338,rapeseed(mohri)
38.0,38.0,20.0,23.165,65.0,6.67,87.757,rapeseed(mohri)
18.0,45.0,17.0,20.543,65.0,7.582,53.067,rapeseed(mohri)
10.0,45.0,25.0,23.012,65.0,7.232,94.519,rapeseed(mohri)
2.0,52.0,18.0,22.385,65.0,6.368,45.686,rapeseed(mohri)
13.0,56.0,17.0,20.619,65.0,8.207,52.466,rapeseed(mohri)
37.0,38.0,18.0,23.317,65.0,6.383,80.001,rapeseed(mohri)
0.0,54.0,18.0,19.616,65.0,7.218,76.765,rapeseed(mohri)
22.0,40.0,16.0,19.722,65.0,7.758,44.899,rapeseed(mohri)
38.0,50.0,25.0,23.662,65.0,7.181,70.778,rapeseed(mohri)
1.0,47.0,16.0,23.376,65.0,6.182,84.057,rapeseed(mohri)
19.0,57.0,22.0,18.493,65.0,6.794,55.21,rapeseed(mohri)
20.0,48.0,24.0,19.33,65.0,6.399,88.036,rapeseed(mohri)
10.0,50.0,19.0,24.65,65.0,6.499,44.528,rapeseed(mohri)
35.0,39.0,15.0,18.768,65.0,8.159,93.399,rapeseed(mohri)
2.0,58.0,23.0,22.973,65.0,6.597,58.189,rapeseed(mohri)
40.0,57.0,24.0,19.391,65.0,7.004,43.546,rapeseed(mohri)
15.0,50.0,25.0,18.233,65.0,6.892,49.309,rapeseed(mohri)
17.0,47.0,23.0,24.998,65.0,7.585,63.533,rapeseed(mohri)
6.0,59.0,19.0,21.625,65.0,6.448,52.33,rapeseed(mohri)
18.0,49.0,23.0,23.597,65.0,7.773,88.704,rapeseed(mohri)
31.0,47.0,17.0,18.583,65.0,6.107,86.251,rapeseed(mohri)
11.0,60.0,19.0,21.701,65.0,8.131,82.934,rapeseed(mohri)
30.0,36.0,25.0,22.146,65.0,8.024,43.166,rapeseed(mohri)
2.0,36.0,23.0,19.098,65.0,6.326,80.329,rapeseed(mohri)
3.0,35.0,17.0,24.151,65.0,6.706,81.731,rapeseed(mohri)
18.0,49.0,17.0,24.595,65.0,6.293,85.071,rapeseed(mohri)
3.0,42.0,15.0,21.594,65.0,7.712,66.852,rapeseed(mohri)
7.0,40.0,21.0,21.835,65.0,5.887,78.88,rapeseed(mohri)
5.0,57.0,25.0,20.044,65.0,5.636,90.976,rapeseed(mohri)
7.0,45.0,15.0,17.888,65.77,7.215,10.229,corianderseeds
40.0,55.0,22.0,25.837,60.558,7.159,10.113,corianderseeds
39.0,48.0,25.0,23.801,62.715,6.023,8.774,corianderseeds
20.0,60.0,23.0,19.198,62.434,7.252,8.007,corianderseeds
34.0,55.0,19.0,21.007,60.569,7.177,8.55,corianderseeds
38.0,38.0,15.0,16.794,65.667,7.312,7.849,corianderseeds
36.0,50.0,15.0,24.141,67.342,6.432,8.695,corianderseeds
3.0,57.0,24.0,23.504,67.433,7.822,7.724,corianderseeds
17.0,38.0,16.0,18.437,69.647,6.707,8.422,corianderseeds
15.0,40.0,22.0,25.785,63.958,7.871,7.72,corianderseeds
31.0,58.0,21.0,20.571,68.681,6.661,9.709,corianderseeds
7.0,58.0,16.0,21.209,62.723,7.183,8.271,corianderseeds
6.0,50.0,21.0,22.384,67.471,7.698,7.682,corianderseeds
25.0,60.0,18.0,27.034,69.594,6.48,8.268,corianderseeds
23.0,53.0,20.0,19.444,63.999,7.011,7.895,corianderseeds
21.0,46.0,18.0,27.633,66.891,7.153,8.137,corianderseeds
15.0,45.0,21.0,21.534,68.859,7.913,8.249,corianderseeds
15.0,38.0,15.0,17.484,63.026,6.98,9.644,corianderseeds
17.0,41.0,17.0,20.94,64.723,6.357,7.89,corianderseeds
6.0,51.0,24.0,26.269,65.914,7.943,9.553,corianderseeds
15.0,56.0,22.0,15.542,61.814,7.995,10.205,corianderseeds
31.0,54.0,21.0,21.12,61.305,7.493,9.793,corianderseeds
40.0,52.0,15.0,19.752,65.445,7.425,9.503,corianderseeds
33.0,39.0,22.0,24.952,60.886,7.674,7.552,corianderseeds
30.0,36.0,21.0,26.704,69.086,6.247,10.382,corianderseeds
3.0,51.0,21.0,21.597,63.525,7.668,8.95,corianderseeds
14.0,52.0,21.0,27.323,60.606,6.846,9.541,corianderseeds
14.0,39.0,17.0,26.036,66.517,7.784,9.023,corianderseeds
26.0,59.0,20.0,19.208,67.578,7.473,10.394,corianderseeds
29.0,41.0,15.0,22.026,60.401,6.651,10.334,corianderseeds
30.0,40.0,19.0,16.245,61.593,6.529,7.943,corianderseeds
6.0,36.0,22.0,15.781,63.649,6.94,9.121,corianderseeds
0.0,48.0,25.0,18.823,66.379,7.431,9.515,corianderseeds
24.0,46.0,20.0,20.264,63.928,7.011,9.421,corianderseeds
26.0,42.0,21.0,15.172,66.691,6.1,9.826,corianderseeds
19.0,44.0,17.0,16.307,67.79,7.754,8.2,corianderseeds
4.0,52.0,22.0,15.666,65.343,6.344,9.458,corianderseeds
11.0,43.0,25.0,24.075,66.264,6.15,10.171,corianderseeds
3.0,57.0,24.0,21.046,62.744,7.66,8.16,corianderseeds
11.0,59.0,19.0,17.246,60.205,6.482,8.136,corianderseeds
26.0,43.0,25.0,26.689,61.355,6.294,8.281,corianderseeds
12.0,54.0,21.0,20.52,63.787,7.514,8.668,corianderseeds
23.0,35.0,24.0,16.408,61.277,6.41,7.873,corianderseeds
27.0,58.0,22.0,20.326,68.539,6.141,7.788,corianderseeds
30.0,40.0,22.0,26.483,61.622,7.021,7.892,corianderseeds
26.0,56.0,25.0,24.28,65.492,6.901,9.478,corianderseeds
24.0,44.0,16.0,24.094,60.844,6.119,9.48,corianderseeds
26.0,39.0,24.0,15.16,64.536,6.827,9.138,corianderseeds
3.0,56.0,15.0,17.951,62.024,7.066,10.274,corianderseeds
40.0,35.0,19.0,20.56,63.694,6.395,9.506,corianderseeds
33.0,25.0,26.0,17.93,67.397,6.787,9.666,corianderseeds
38.0,26.0,25.0,26.502,67.05,7.682,7.821,corianderseeds
21.0,29.0,26.0,24.629,68.429,6.095,9.14,corianderseeds
23.0,5.0,29.0,26.709,65.077,7.589,10.154,corianderseeds
5.0,7.0,29.0,23.273,65.843,7.973,8.154,corianderseeds
3.0,20.0,26.0,17.644,61.966,6.046,8.456,corianderseeds
24.0,22.0,35.0,15.697,63.346,7.718,7.555,corianderseeds
33.0,5.0,32.0,16.636,60.898,6.24,9.491,corianderseeds
12.0,29.0,27.0,15.496,68.52,7.511,7.516,corianderseeds
5.0,11.0,31.0,23.786,67.213,6.382,7.731,corianderseeds
17.0,19.0,32.0,26.736,61.51,7.658,8.554,corianderseeds
10.0,19.0,30.0,23.457,65.034,7.217,8.687,corianderseeds
0.0,8.0,32.0,21.083,65.563,7.074,10.179,corianderseeds
14.0,7.0,28.0,22.372,60.363,7.729,8.525,corianderseeds
13.0,30.0,28.0,19.685,63.436,6.679,9.901,corianderseeds
11.0,10.0,34.0,18.931,67.478,7.046,7.636,corianderseeds
30.0,14.0,26.0,17.696,67.83,7.172,8.227,corianderseeds
33.0,27.0,25.0,25.224,63.285,7.065,10.177,corianderseeds
30.0,26.0,27.0,26.83,65.01,6.133,10.195,corianderseeds
3.0,15.0,30.0,23.603,67.689,7.943,9.768,corianderseeds
28.0,28.0,35.0,22.57,62.254,7.807,8.963,corianderseeds
0.0,11.0,30.0,27.958,67.441,7.943,9.212,corianderseeds
11.0,21.0,30.0,26.755,60.638,7.243,8.98,corianderseeds
1.0,8.0,30.0,16.163,62.035,6.677,7.813,corianderseeds
24.0,29.0,25.0,23.438,66.954,7.979,8.368,corianderseeds
4.0,10.0,31.0,23.544,60.56,7.68,8.571,corianderseeds
3.0,22.0,30.0,15.157,60.999,6.558,8.001,corianderseeds
36.0,15.0,32.0,25.271,65.644,7.47,8.508,corianderseeds
38.0,19.0,33.0,15.465,69.176,6.213,9.662,corianderseeds
35.0,7.0,32.0,26.307,62.78,6.583,8.944,corianderseeds
30.0,26.0,27.0,22.747,68.235,6.328,9.353,corianderseeds
18.0,13.0,34.0,25.29,64.053,6.766,9.419,corianderseeds
0.0,17.0,27.0,22.525,66.713,6.574,9.729,corianderseeds
0.0,12.0,33.0,16.343,66.059,7.931,10.271,corianderseeds
21.0,28.0,26.0,23.329,62.229,7.71,9.69,corianderseeds
36.0,6.0,27.0,16.393,68.655,6.087,9.339,corianderseeds
20.0,6.0,25.0,27.336,61.874,7.956,9.546,corianderseeds
28.0,5.0,30.0,22.218,68.924,6.123,10.104,corianderseeds
15.0,25.0,26.0,26.75,62.521,7.5,7.77,corianderseeds
37.0,12.0,29.0,27.112,64.78,6.662,10.489,corianderseeds
16.0,5.0,31.0,19.137,67.281,7.256,9.704,corianderseeds
16.0,27.0,31.0,15.779,62.112,7.222,7.689,corianderseeds
13.0,24.0,35.0,17.344,66.909,7.628,8.423,corianderseeds
10.0,7.0,29.0,19.459,63.653,7.216,10.492,corianderseeds
20.0,20.0,28.0,27.119,63.792,6.81,8.909,corianderseeds
30.0,9.0,28.0,15.539,64.104,6.612,8.388,corianderseeds
24.0,7.0,31.0,22.754,62.305,6.437,9.837,corianderseeds
37.0,8.0,26.0,26.046,68.223,7.123,7.895,corianderseeds
1.0,26.0,26.0,27.598,64.745,6.727,8.343,corianderseeds
19.0,25.0,26.0,27.177,68.406,7.961,9.404,corianderseeds
1.0,15.0,28.0,21.128,62.654,6.264,10.179,corianderseeds
1.0,9.0,30.0,15.549,66.769,7.601,9.744,corianderseeds
2.0,18.0,35.0,15.139,64.725,6.539,8.773,corianderseeds
28.0,10.0,30.0,15.975,68.844,6.94,9.811,corianderseeds
40.0,18.0,30.0,18.125,65.539,7.937,8.317,corianderseeds
36.0,13.0,28.0,25.105,61.761,6.34,8.543,corianderseeds
27.0,17.0,27.0,22.519,63.71,6.089,7.506,corianderseeds
14.0,21.0,34.0,15.363,63.186,6.061,9.24,corianderseeds
18.0,17.0,27.0,18.077,61.688,7.276,9.363,corianderseeds
12.0,17.0,27.0,19.778,65.406,7.714,10.31,corianderseeds
17.0,12.0,29.0,15.326,69.546,7.722,10.275,corianderseeds
2.0,20.0,28.0,27.876,66.471,6.893,10.324,corianderseeds
36.0,6.0,35.0,24.304,67.73,6.721,9.441,corianderseeds
10.0,12.0,35.0,21.738,68.026,7.311,8.718,corianderseeds
21.0,21.0,32.0,20.953,63.558,6.702,9.679,corianderseeds
14.0,21.0,35.0,24.414,61.625,6.934,10.007,corianderseeds
7.0,12.0,27.0,18.747,63.467,6.293,8.978,corianderseeds
6.0,14.0,26.0,17.389,66.49,6.843,10.037,corianderseeds
11.0,15.0,28.0,22.584,69.439,6.494,8.02,corianderseeds
31.0,6.0,31.0,24.024,60.086,6.001,7.939,corianderseeds
1.0,28.0,34.0,21.297,62.155,6.669,7.73,corianderseeds
5.0,26.0,35.0,21.266,68.037,7.476,8.207,corianderseeds
15.0,18.0,34.0,24.385,69.199,6.776,8.701,corianderseeds
39.0,27.0,35.0,23.846,66.144,6.337,9.395,corianderseeds
2.0,30.0,29.0,18.446,64.347,7.825,10.065,corianderseeds
20.0,23.0,34.0,16.638,66.336,6.381,10.218,corianderseeds
9.0,23.0,29.0,20.369,61.261,7.064,8.467,corianderseeds
2.0,25.0,34.0,23.999,66.231,7.282,7.597,corianderseeds
29.0,16.0,31.0,17.779,61.674,7.114,8.074,corianderseeds
29.0,28.0,32.0,18.613,64.417,7.25,7.972,corianderseeds
0.0,6.0,26.0,24.918,65.727,7.601,7.534,corianderseeds
2.0,20.0,33.0,18.474,63.284,7.26,8.015,corianderseeds
26.0,26.0,27.0,25.713,61.617,6.002,9.405,corianderseeds
7.0,27.0,30.0,15.446,60.866,6.892,8.373,corianderseeds
10.0,18.0,34.0,23.226,67.078,6.43,7.965,corianderseeds
28.0,21.0,29.0,24.917,65.547,6.977,7.825,corianderseeds
40.0,6.0,32.0,17.008,60.651,7.747,9.025,corianderseeds
31.0,23.0,29.0,19.106,60.762,7.977,9.686,corianderseeds
0.0,9.0,32.0,23.469,66.981,7.009,8.929,corianderseeds
36.0,10.0,27.0,17.409,68.916,7.066,9.925,corianderseeds
15.0,15.0,27.0,24.123,63.327,6.363,10.051,corianderseeds
25.0,26.0,33.0,20.058,67.859,6.027,8.222,corianderseeds
38.0,24.0,25.0,23.917,67.386,7.464,8.333,corianderseeds
14.0,8.0,33.0,20.8,66.984,6.102,8.118,corianderseeds
4.0,28.0,30.0,26.445,63.031,6.069,9.903,corianderseeds
23.0,18.0,35.0,16.811,60.299,7.054,8.286,corianderseeds
1.0,6.0,32.0,15.645,68.728,7.551,8.234,corianderseeds
36.0,21.0,31.0,25.475,68.85,6.276,8.913,corianderseeds
21.0,12.0,27.0,24.391,66.364,7.473,10.079,corianderseeds
15.0,23.0,33.0,22.129,69.266,7.567,9.298,corianderseeds
31.0,65.0,23.0,22.984,32.0,6.248,26.373,mustardseeds
45.0,67.0,18.0,23.338,32.0,6.412,29.069,mustardseeds
42.0,70.0,19.0,24.562,32.0,6.277,28.846,mustardseeds
31.0,79.0,21.0,22.177,32.0,6.377,38.595,mustardseeds
40.0,71.0,22.0,22.044,32.0,6.094,38.155,mustardseeds
48.0,80.0,19.0,22.842,32.0,5.837,25.043,mustardseeds
55.0,55.0,24.0,23.739,32.0,6.723,39.611,mustardseeds
22.0,61.0,20.0,22.307,32.0,6.652,31.962,mustardseeds
46.0,74.0,17.0,22.047,32.0,6.473,36.044,mustardseeds
21.0,77.0,17.0,23.486,32.0,6.217,31.229,mustardseeds
50.0,55.0,17.0,24.338,32.0,6.349,37.548,mustardseeds
39.0,60.0,17.0,22.981,32.0,6.283,28.28,mustardseeds
42.0,65.0,24.0,23.17,32.0,6.628,33.269,mustardseeds
43.0,68.0,20.0,23.476,32.0,6.025,36.605,mustardseeds
52.0,57.0,25.0,23.561,32.0,6.319,30.58,mustardseeds
37.0,67.0,15.0,24.586,32.0,6.596,28.952,mustardseeds
37.0,65.0,24.0,22.957,32.0,6.103,28.652,mustardseeds
29.0,62.0,17.0,24.038,32.0,6.01,37.54,mustardseeds
45.0,55.0,25.0,22.453,32.0,5.899,35.107,mustardseeds
22.0,70.0,21.0,23.055,32.0,6.226,34.348,mustardseeds
37.0,70.0,25.0,23.784,32.0,6.065,34.892,mustardseeds
36.0,65.0,21.0,23.352,32.0,6.301,37.403,mustardseeds
41.0,66.0,17.0,22.055,32.0,6.246,33.868,mustardseeds
47.0,65.0,15.0,24.417,32.0,6.706,38.461,mustardseeds
20.0,63.0,21.0,24.657,32.0,6.609,37.652,mustardseeds
39.0,71.0,21.0,23.862,32.0,5.938,38.275,mustardseeds
43.0,75.0,21.0,22.443,32.0,6.535,28.883,mustardseeds
47.0,62.0,24.0,23.7,32.0,5.994,30.066,mustardseeds
22.0,76.0,25.0,24.694,32.0,6.337,39.038,mustardseeds
20.0,72.0,20.0,22.495,32.0,6.619,39.142,mustardseeds
58.0,59.0,16.0,22.022,32.0,6.753,29.116,mustardseeds
57.0,80.0,21.0,24.682,32.0,6.322,34.983,mustardseeds
30.0,71.0,24.0,23.164,32.0,6.244,35.66,mustardseeds
31.0,58.0,23.0,23.298,32.0,6.647,30.087,mustardseeds
28.0,57.0,23.0,24.642,32.0,6.235,39.664,mustardseeds
24.0,73.0,15.0,24.132,32.0,6.652,39.656,mustardseeds
28.0,65.0,17.0,24.674,32.0,6.513,30.983,mustardseeds
54.0,69.0,25.0,24.457,32.0,6.545,30.808,mustardseeds
44.0,71.0,19.0,24.682,32.0,6.406,33.27,mustardseeds
22.0,61.0,18.0,24.802,32.0,5.875,25.835,mustardseeds
37.0,80.0,17.0,23.524,32.0,5.833,25.164,mustardseeds
43.0,55.0,21.0,23.329,32.0,6.072,28.774,mustardseeds
58.0,60.0,24.0,22.393,32.0,5.979,35.464,mustardseeds
33.0,56.0,23.0,22.646,32.0,6.768,26.908,mustardseeds
35.0,72.0,18.0,24.669,32.0,5.858,39.597,mustardseeds
